ps_wcode,ps_c_code,treatment,bl_age,edu_cat,religion,bl_quint_all,bl_quint_missing,bl_homeland,bl_agland,bl_cropsr,impute_ag,bl_dds_m,bl_mdd,impute_dd,bl_market,impute_market,bl_lefthome,bl_income,bl_ss_cont,bl_huscomm_cont,bl_extcomm_cont,bl_dec_cont,bl_lefthome_m,bl_ss_cont_m,bl_huscomm_cont_m,bl_extcomm_cont_m,bl_dec_cont_m,bl_income_m,dds_avg,mdd_avg,gardenprac,cropsr,poultrynum_avg,poultryegg_avg,knfg_score_el,knowscore,el_emp_market,el_emp_buygoods,el_emp_soldgoods,el_emp_buymarket,el_dec_income,el_selfefficacy,el_lefthome,el_income,el_ss_cont,el_huscomm_cont,el_extcomm_cont,el_dec_cont,el_network_cont
1418,153,0,32,2,1,1,0,8,0,7,0,3,0,0,3,0,1,1,1.6,1.6,.66666669,1.6,1,1.6,1.6,.66666669,1.6,1,4.25,.5,8,2.4431913,.5,0,2,4,0,0,0,0,1,0,0,0,2,2,1.6666666,1.2,.60377359
1419,153,0,27,2,1,1,0,1,28,7,0,7,1,0,0,0,0,0,2,2,0,.80000001,0,2,2,0,.80000001,0,4.6666665,.33333334,6,2,2,0,,4,,,,,1,1,,,,,,2,.33962265
1420,153,0,30,3,1,2,0,15,90,7,0,3,0,0,0,0,0,0,2,2,.66666669,.40000001,0,2,2,.66666669,.40000001,0,5.25,.75,0,2.5528796,1.5,1,2,4,0,0,0,0,0,0,1,0,2,2,1,0,0
1421,153,0,26,2,1,2,0,15,90,7,0,3,0,0,0,0,0,0,1.6,2,0,.80000001,0,1.6,2,0,.80000001,0,3.3333333,0,1,3.2,1,1,2,3,2,1,0,1,1,1,1,0,2,2,1,.80000001,1.1320754
1422,153,0,19,3,1,1,0,.5,0,1,0,4,0,0,2,0,1,0,2,1.6,.66666669,0,1,2,1.6,.66666669,0,0,4.5,.5,0,.43231624,.5,0,2,2,0,0,0,0,0,0,0,0,1.2,2,1.6666666,2,.41509435
1423,153,0,30,3,1,5,0,20,2400,15,0,4,0,0,0,0,1,0,2,2,1,.40000001,1,2,2,1,.40000001,0,5.25,.75,7,5.5855789,14,24,2,4,1,0,1,0,1,1,1,1,2,2,1.3333334,1.2,1.0566038
1424,153,0,28,3,1,5,0,20,2400,15,0,5,1,0,0,0,1,0,2,2,0,.40000001,1,2,2,0,.40000001,0,4.75,.75,5,2.7897756,9,7.5,3,3,2,1,1,0,0,1,0,1,2,2,1.3333334,2,0
1387,152,0,24,2,2,2,0,3,0,0,0,6,1,0,1,0,0,0,1.2,1.6,0,1.2,0,1.2,1.6,0,1.2,0,3.5,.25,8,4.1999998,0,0,3,2,1,1,0,0,0,1,1,0,1.2,2,2,.40000001,.52830189
1389,152,0,27,1,2,2,0,5,0,2,0,3,0,0,0,0,0,0,2,2,.66666669,1.2,0,2,2,.66666669,1.2,0,4.5,.5,9,.40000001,2.5,0,1,1,0,0,0,0,0,1,0,0,2,2,.66666669,.80000001,.90566039
1390,152,0,24,1,2,2,0,3,0,11,0,2,0,0,0,0,0,0,1.2,1.6,0,.40000001,0,1.2,1.6,0,.40000001,0,4.25,.25,8,5.4000001,9,0,,2,0,0,0,0,0,0,0,0,.40000001,0,.33333334,0,.75471699
1391,152,0,22,1,2,2,0,12,0,3,0,4,0,0,0,0,0,0,1.6,1.6,.33333334,0,0,1.6,1.6,.33333334,0,0,4.5,.5,5,5.5999999,0,0,1,2,0,0,0,0,0,0,0,0,1.6,2,2,.80000001,.64150941
1392,152,0,28,0,2,3,0,5,28,1,0,3,0,0,0,0,0,0,.80000001,1.6,0,2,0,.80000001,1.6,0,2,0,6,1,,,,,,,,,,,0,1,,,,,,1.2,.11320755
1393,152,0,24,2,2,4,0,8,304,4,0,4,0,0,0,0,0,0,2,1.6,0,0,0,2,1.6,0,0,0,5,.5,7,7.75,8,0,1,2,0,0,0,0,0,1,1,0,2,2,1.6666666,0,.41509435
1394,152,0,23,3,2,5,0,40,1200,6,0,6,1,0,0,0,0,0,2,1.6,0,.40000001,0,2,1.6,0,.40000001,0,5,.33333334,11,10.6,0,0,3,1,0,0,0,0,0,1,0,0,2,2,1.6666666,.40000001,.52830189
1395,152,0,28,0,2,2,0,12,84,4,0,3,0,0,0,0,0,0,1.2,1.6,.33333334,.80000001,0,1.2,1.6,.33333334,.80000001,0,4.75,.5,0,4.1999998,0,0,0,2,0,0,0,0,0,0,0,0,2,2,1,.80000001,.075471699
1396,152,0,27,3,2,3,0,3,270,1,0,3,0,0,0,0,0,0,2,.80000001,0,0,0,2,.80000001,0,0,0,5.75,.75,6,6.5999999,13,17.5,1,2,1,0,1,0,1,0,0,1,2,1.6,2,.80000001,.49056605
1397,152,0,23,3,2,3,0,4,240,4,0,4,0,0,0,0,1,0,1.6,1.6,0,0,1,1.6,1.6,0,0,0,3.5,0,6,7.1999998,0,0,3,2,0,0,0,0,0,0,0,0,2,1.2,1.6666666,0,.18867925
1398,152,0,26,1,2,3,0,4,240,4,0,4,0,0,0,0,1,0,2,1.6,0,0,1,2,1.6,0,0,0,3.5,0,7,8.5,2,0,,,,,,,0,0,,,,,,.80000001,.56603771
1399,152,0,23,2,2,1,0,5,60,6,0,4,0,0,2,0,1,0,2,2,0,1.6,1,2,2,0,1.6,0,4.25,.5,5,5,1.5,4.5,,2,0,0,0,0,0,1,0,0,1.6,1.6,2,.40000001,.075471699
1400,152,0,28,3,2,3,0,10,300,10,0,3,0,0,0,0,1,0,2,2,.33333334,0,1,2,2,.33333334,0,0,6.5,1,1,4.8000002,30.5,0,,3,1,1,0,0,0,0,0,0,2,1.6,2,1.6,.4528302
1401,152,0,20,3,2,2,0,12,300,5,0,5,1,0,0,0,0,0,2,1.6,0,.40000001,0,2,1.6,0,.40000001,0,4.6666665,.66666669,6,4.25,0,0,2,2,0,0,0,0,0,1,0,0,2,2,1.6666666,.40000001,0
1402,152,0,19,3,1,4,0,14,120,9,0,3,0,0,0,0,1,0,2,1.6,.33333334,.40000001,1,2,1.6,.33333334,.40000001,0,5.3333335,.33333334,10,6.6666665,13,56,,1,,,,,0,1,,,,,,0,.1509434
1403,152,0,21,2,2,3,0,8,168,2,0,3,0,0,0,0,1,0,2,2,.66666669,.40000001,1,2,2,.66666669,.40000001,0,4.25,.5,2,3.8,1.5,5,,2,0,0,0,0,0,1,0,0,1.2,2,1,.40000001,.18867925
1404,152,0,26,3,2,1,0,4,45,2,0,3,0,0,0,0,0,0,2,1.6,.66666669,.80000001,0,2,1.6,.66666669,.80000001,0,4.3333335,.33333334,1,2.4000001,0,0,1,2,2,1,0,1,0,0,1,0,2,1.2,2,1.2,.56603771
1405,152,0,28,3,2,4,0,10,158,15,0,5,1,0,1,0,0,0,1.2,2,0,.80000001,0,1.2,2,0,.80000001,0,4,.5,12,7,7.5,0,,3,1,1,0,0,1,0,0,0,2,2,1.3333334,.40000001,.3018868
1406,152,0,19,1,2,1,0,3,14,3,0,4,0,0,0,0,0,0,1.6,2,.33333334,1.2,0,1.6,2,.33333334,1.2,0,5.5,1,,3,0,0,,2,0,0,0,0,0,0,0,0,2,2,.66666669,.40000001,.075471699
1945,172,0,22,0,2,2,0,3,0,2,0,4,0,0,2,0,0,0,2,2,0,0,0,2,2,0,0,0,5.25,.75,8,4.4000001,0,0,1,1,0,0,0,0,0,0,1,0,.40000001,2,2,0,.3018868
1946,172,0,24,2,2,1,0,6,60,1,0,3,0,0,0,0,0,0,2,2,0,.40000001,0,2,2,0,.40000001,0,4.75,.5,2,2,1.5,3.5,1,4,0,0,0,0,1,1,0,0,1.6,2,2,.80000001,.41509435
1947,172,0,29,1,2,2,0,2,60,3,0,4,0,0,1,0,0,1,1.6,2,.33333334,0,0,1.6,2,.33333334,0,1,4.5,.75,0,.40000001,0,0,2,4,0,0,0,0,0,1,1,0,2,2,.66666669,1.2,.075471699
1948,172,0,26,2,2,2,0,1,0,2,0,2,0,0,0,0,1,0,2,1.6,.33333334,.40000001,1,2,1.6,.33333334,.40000001,0,4.25,.5,8,4.4000001,0,0,1,3,0,0,0,0,0,0,1,0,2,2,1.6666666,2,.83018869
1949,172,0,21,1,2,2,0,1,19,1,0,3,0,0,2,0,0,0,2,2,0,.80000001,0,2,2,0,.80000001,0,5.25,.75,7,3,4.5,0,1,4,0,0,0,0,0,0,1,1,2,2,1,2,.71698111
1950,172,0,23,0,2,2,0,1.5,90,3,0,5,1,0,0,0,0,1,2,1.2,.33333334,0,0,2,1.2,.33333334,0,1,5,.5,,1,6,49,3,,0,0,0,0,1,1,1,1,2,2,.66666669,.80000001,.33962265
1951,172,0,22,1,2,1,0,1,0,2,0,4,0,0,0,0,0,0,1.6,2,0,.40000001,0,1.6,2,0,.40000001,0,5.5,1,,.66666669,0,0,,3,0,0,0,0,,0,1,0,2,2,2,,0
1952,172,0,30,2,2,3,0,10,330,2,0,3,0,0,2,0,1,0,2,2,0,1.2,1,2,2,0,1.2,0,5.5,.75,0,4.4000001,0,0,3,4,2,1,0,1,1,1,1,0,2,2,2,2,.56603771
1953,172,0,25,2,2,2,0,1,110,2,0,5,1,0,0,0,0,0,1.6,2,.33333334,0,0,1.6,2,.33333334,0,0,3.75,0,1,1.2,0,0,,1,0,0,0,0,1,1,0,0,2,2,1,2,.49056605
1954,172,0,32,1,2,4,0,7,350,3,0,4,0,0,0,0,0,0,1.6,2,0,.40000001,0,1.6,2,0,.40000001,0,4.25,.25,1,4.4000001,2.5,0,1,4,0,0,0,0,0,1,0,0,1.6,2,1.6666666,.80000001,.11320755
1955,172,0,24,0,2,2,0,8,110,2,0,5,1,0,0,0,0,0,2,2,0,1.2,0,2,2,0,1.2,0,6,.75,7,5.4000001,1,0,0,4,0,0,0,0,0,1,1,0,2,2,1,2,.60377359
1956,172,0,21,1,2,2,0,1.5,6,1,0,4,0,0,0,0,0,0,1.6,2,0,0,0,1.6,2,0,0,0,4.25,.25,3,3.8,1,0,1,1,0,0,0,0,0,1,0,0,2,2,.66666669,.40000001,.60377359
1957,172,0,29,2,2,4,0,8,280,4,0,7,1,0,0,0,1,0,2,2,0,0,1,2,2,0,0,0,6,.66666669,4,9.8000002,11,0,1,4,0,0,0,0,0,1,1,0,2,2,2,.40000001,.3773585
1958,172,0,21,2,2,2,0,4,60,2,0,3,0,0,0,0,0,0,1.6,1.6,0,.40000001,0,1.6,1.6,0,.40000001,0,4.5,.5,0,.75,0,0,,3,1,1,0,0,1,1,1,0,1.2,2,1,1.2,.1509434
1959,172,0,28,0,2,2,0,10,0,1,0,4,0,0,0,0,0,0,.80000001,1.2,0,0,0,.80000001,1.2,0,0,0,5,1,8,11.4,27.5,35,3,2,0,0,0,0,0,1,0,0,2,2,1,0,0
334,114,1,25,2,1,5,0,5,360,6,0,4,0,0,0,0,0,0,2,2,0,.40000001,0,2,2,0,.40000001,0,5,.75,3,9.1671247,11.5,35,1,2,2,1,0,1,1,1,1,0,2,2,1.6666666,.80000001,.26415095
335,114,1,27,1,1,3,0,7,240,8,0,3,0,0,0,0,0,0,1.2,2,0,.80000001,0,1.2,2,0,.80000001,0,6,1,,,,,2,,,,,,0,1,,,,,,1.6,.60377359
336,114,1,26,0,1,2,0,10,210,8,0,3,0,0,0,0,1,0,1.6,2,1,1.2,1,1.6,2,1,1.2,0,5,.75,5,7.2128429,2,0,,4,1,1,0,0,0,1,1,0,2,2,2,2,1.0943396
337,114,1,28,0,1,2,0,0,0,8,0,7,1,0,0,0,0,0,2,2,0,1.2,0,2,2,0,1.2,0,5.3333335,1,6,16.75,42,17.5,,2,2,1,0,1,,,0,0,2,.80000001,.33333334,,
338,114,1,30,0,1,2,0,22,300,5,0,5,1,0,0,0,0,0,2,2,0,1.6,0,2,2,0,1.6,0,6.25,.75,9,17.256159,33.5,95,2,2,1,0,1,0,0,1,0,1,2,2,1.3333334,1.2,.90566039
339,114,1,25,3,1,5,0,18,420,16,0,4,0,0,0,0,0,0,1.6,2,0,.80000001,0,1.6,2,0,.80000001,0,4.25,.25,7,17.396336,11,15.5,1,3,0,0,0,0,1,1,0,0,2,2,2,.40000001,1.018868
340,114,1,27,1,1,4,0,60,300,15,0,5,1,0,0,0,0,0,2,2,0,.40000001,0,2,2,0,.40000001,0,7,1,5,16.414623,7.5,14.5,1,4,3,1,1,1,0,1,1,1,2,2,2,1.2,.75471699
341,114,1,19,1,1,4,0,60,300,15,0,5,1,0,1,0,0,0,2,1.6,0,.40000001,0,2,1.6,0,.40000001,0,5.25,.75,5,14.767124,3,0,3,2,2,1,1,0,1,1,0,1,2,2,2,.80000001,.26415095
342,114,1,24,2,1,5,0,25,140,3,0,4,0,0,0,0,0,0,1.6,1.6,0,.80000001,0,1.6,1.6,0,.80000001,0,4.75,.75,4,8.0047302,1,0,3,3,2,1,0,1,0,1,1,0,2,2,2,1.2,1.018868
343,114,1,18,3,1,5,0,25,140,3,0,5,1,0,0,0,1,0,2,2,0,.40000001,1,2,2,0,.40000001,0,5.5,.75,7,15.011273,0,0,3,4,3,1,1,1,0,1,1,1,2,2,2,1.2,.3773585
344,114,1,19,3,1,3,0,2,150,2,0,4,0,0,2,0,0,0,2,2,0,.40000001,0,2,2,0,.40000001,0,5.3333335,.66666669,6,8.5571518,1,7,,3,0,0,0,0,0,1,0,0,2,2,2,1.2,.18867925
345,114,1,29,3,1,5,0,8,196,16,0,3,0,0,2,0,1,0,2,2,0,2,1,2,2,0,2,0,6,1,,,,,,,,,,,0,1,,,,,,1.2,1.1320754
346,114,1,28,0,1,3,0,5,150,2,0,3,0,0,0,0,1,0,2,2,0,.80000001,1,2,2,0,.80000001,0,4.25,.5,7,15.8,13,.5,,2,0,0,0,0,0,1,1,0,2,1.6,1.6666666,0,.60377359
347,114,1,23,3,1,3,0,5,150,2,0,3,0,0,1,0,0,0,2,2,0,.80000001,0,2,2,0,.80000001,0,6,.75,13,13.8,5.5,2,,2,2,1,0,1,0,0,1,0,2,1.6,2,0,.3773585
348,114,1,28,3,1,4,0,6,420,2,0,3,0,0,3,0,1,1,2,2,1,1.2,1,2,2,1,1.2,1,6.5,1,13,18.200001,11.5,3.5,,3,1,1,0,0,1,1,0,0,2,2,2,1.6,1.0943396
349,114,1,24,3,1,4,0,6,420,2,0,4,0,0,0,0,1,0,.80000001,2,0,0,1,.80000001,2,0,0,0,5,.5,8,11.6,8.5,3.5,,3,0,0,0,0,0,1,0,1,1.2,1.6,1,.40000001,.49056605
350,114,1,23,2,1,4,0,28,356,3,0,4,0,0,0,0,0,0,1.6,2,.33333334,.80000001,0,1.6,2,.33333334,.80000001,0,5.5,.75,9,19.799999,2.5,0,,2,2,1,0,1,1,1,1,1,2,.80000001,2,1.6,.49056605
351,114,1,19,3,1,4,0,28,356,3,0,4.1599998,,1,0,0,,,,,,,.40000001,1.728,1.744,.2,.736,.039999999,4.6666665,.66666669,8,16.6,0,0,,2,0,0,0,0,0,1,1,0,1.6,1.6,2,.40000001,.71698111
352,114,1,20,3,1,4,0,5,140,1,0,4,0,0,0,0,0,0,1.2,1.6,0,.40000001,0,1.2,1.6,0,.40000001,0,5.25,.75,9,12.4,11.5,2,2,3,0,0,0,0,0,1,0,0,2,1.6,1.3333334,.40000001,.41509435
353,114,1,30,3,1,3,0,5,280,4,0,3,0,0,0,0,0,0,0,.80000001,0,.80000001,0,0,.80000001,0,.80000001,0,5.5,.75,4,9.1999998,24.5,0,,2,0,0,0,0,0,1,1,0,2,2,1.3333334,.80000001,.26415095
354,114,1,30,3,1,3,0,13,140,2,0,5,1,0,0,0,1,0,2,1.2,0,1.2,1,2,1.2,0,1.2,0,3.5,0,2,15.6,6,0,,3,2,1,0,1,0,1,1,0,2,2,2,2,1.245283
355,114,1,25,3,1,5,0,18,420,2,0,7,1,0,0,0,0,0,2,.80000001,0,.80000001,0,2,.80000001,0,.80000001,0,6,1,6,10.2,3,0,3,2,2,1,0,1,0,1,0,0,2,2,1.3333334,.80000001,.26415095
356,114,1,18,2,1,2,0,12,30,1,0,4,0,0,1,0,1,0,2,1.6,0,0,1,2,1.6,0,0,0,5,.66666669,0,5,.5,0,,3,1,1,0,0,0,0,1,0,2,2,1.3333334,.80000001,.1509434
357,114,1,27,3,1,3,0,5,150,3,0,4,0,0,2,0,1,0,2,1.6,1.3333334,.80000001,1,2,1.6,1.3333334,.80000001,0,4.5,.5,,6.5,1,5,3,4,2,1,0,1,1,1,1,1,2,1.6,2,2,1.0566038
358,114,1,22,3,1,5,0,5,720,2,0,4,0,0,1,0,0,0,1.6,.80000001,1.3333334,.40000001,0,1.6,.80000001,1.3333334,.40000001,0,6,1,,,,,,,,,,,0,1,,,,,,1.2,.64150941
359,114,1,17,4,1,5,0,5,720,2,0,4,0,0,0,0,1,0,2,2,0,0,1,2,2,0,0,0,4,0,7,8.25,9,2,3,2,,,,,0,1,,,,,,.40000001,0
226,109,1,23,3,2,4,0,15,224,5,0,4,0,0,0,0,0,0,1.2,1.6,0,0,0,1.2,1.6,0,0,0,4.5,.5,5,3.4000001,3,0,1,4,0,0,0,0,0,0,0,0,2,2,1.6666666,.80000001,0
227,109,1,20,0,2,3,0,4,150,2,0,4,0,0,0,0,1,0,2,2,0,.40000001,1,2,2,0,.40000001,0,4,.25,3,1.9855944,7.5,14,2,3,0,0,0,0,0,0,0,0,2,2,2,.80000001,0
228,109,1,24,2,2,2,0,6,150,1,0,2,0,0,1,0,1,1,2,2,0,.80000001,1,2,2,0,.80000001,1,5.25,1,6,7.7982192,2,14,3,3,1,0,1,0,1,1,0,1,2,2,2,1.2,.90566039
229,109,1,21,3,2,5,0,7,480,5,0,6,1,0,0,0,0,0,.80000001,1.2,0,0,0,.80000001,1.2,0,0,0,3.75,.25,4,5.1999998,0,0,,2,0,0,0,0,0,0,0,0,2,2,1.6666666,.80000001,.11320755
230,109,1,28,3,2,4,0,8,896,1,0,6,1,0,2,0,0,0,1.2,1.6,.33333334,1.6,0,1.2,1.6,.33333334,1.6,0,3.75,.5,8,10.014624,0,0,3,3,0,0,0,0,0,0,0,0,1.6,1.6,.66666669,.40000001,.26415095
231,109,1,29,4,2,5,0,5,600,3,0,3,0,0,1,0,0,0,2,2,0,1.2,0,2,2,0,1.2,0,4,0,,,,,,,,,,,0,1,,,,,,0,.075471699
232,109,1,28,2,2,3,0,7,42,7,0,4,0,0,0,0,0,0,.40000001,1.2,0,1.2,0,.40000001,1.2,0,1.2,0,4.5,.5,6,6.7770267,0,0,,2,1,1,0,0,0,0,0,0,2,2,2,.80000001,.49056605
233,109,1,26,3,2,3,0,2.5,143,2,0,4,0,0,0,0,0,0,.40000001,.40000001,0,.40000001,0,.40000001,.40000001,0,.40000001,0,4,.25,8,9.530448,0,0,1,3,0,0,0,0,0,1,0,0,2,2,2,.80000001,.33962265
234,109,1,22,3,2,4,0,12,300,2,0,3,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,5.5,.75,10,9.8146238,0,0,3,3,1,1,0,0,0,0,0,0,2,2,1.6666666,.40000001,.52830189
235,109,1,27,3,2,5,0,6,750,6,0,7,1,0,0,0,0,0,2,2,.33333334,.80000001,0,2,2,.33333334,.80000001,0,4.75,.75,9,10.814624,0,0,2,3,1,1,0,0,0,0,0,0,2,2,2,0,0
236,109,1,27,1,2,3,0,2.5,20,2,0,4,0,0,0,0,0,0,0,.40000001,0,.40000001,0,0,.40000001,0,.40000001,0,4,.25,8,7.4000001,0,0,1,3,0,0,0,0,0,0,0,0,2,1.6,1.6666666,.40000001,.2264151
237,109,1,27,3,2,2,0,3,42,1,0,2,0,0,0,0,0,0,0,.80000001,0,.40000001,0,0,.80000001,0,.40000001,0,6,1,7,11.614624,0,0,2,2,0,0,0,0,0,1,1,0,1.2,2,1.6666666,0,.2264151
238,109,1,25,3,2,3,0,3,360,2,0,5,1,0,0,0,0,0,1.6,1.2,0,1.2,0,1.6,1.2,0,1.2,0,3,0,1,.2,0,0,1,2,0,0,0,0,0,1,0,0,2,1.6,1.3333334,2,.11320755
239,109,1,25,3,2,5,0,7,540,5,0,6,1,0,0,0,1,0,1.2,.80000001,0,.40000001,1,1.2,.80000001,0,.40000001,0,5.25,.75,6,9.6000004,0,0,,2,0,0,0,0,0,1,1,0,2,1.2,1,1.2,.41509435
240,109,1,30,2,2,3,0,3,300,4,0,3,0,0,0,0,0,0,2,2,0,.40000001,0,2,2,0,.40000001,0,3.75,.25,7,9.0146236,.5,3.5,3,4,0,0,0,0,0,0,0,0,2,1.6,1.6666666,.80000001,.2264151
241,109,1,29,3,2,4,0,2.5,150,1,0,4,0,0,0,0,0,0,2,2,.33333334,.80000001,0,2,2,.33333334,.80000001,0,4.25,.25,11,12.810959,1.5,7,2,3,1,1,0,0,0,1,0,0,2,2,1.6666666,2,.52830189
242,109,1,24,3,2,3,0,28,45,3,0,5,1,0,1,0,0,0,2,2,0,.40000001,0,2,2,0,.40000001,0,5,.75,6,13.6,0,0,,1,1,1,0,0,0,1,0,0,1.6,1.2,1.3333334,.80000001,.11320755
243,109,1,26,3,2,3,0,3,673,11,0,5,1,0,0,0,0,0,.40000001,1.6,0,.40000001,0,.40000001,1.6,0,.40000001,0,4,.25,10,11.6,1,0,,1,0,0,0,0,0,0,0,0,1.2,1.2,2,1.2,0
1097,140,1,22,0,2,1,0,3,0,1,0,5,1,0,0,0,1,0,.80000001,1.2,.33333334,.40000001,1,.80000001,1.2,.33333334,.40000001,0,5.25,.75,7,6.5706019,0,0,1,4,0,0,0,0,0,0,0,0,2,2,.66666669,0,.2264151
1098,140,1,25,1,2,1,0,3,0,9,0,3,0,0,0,0,0,0,1.6,2,0,1.2,0,1.6,2,0,1.2,0,5,1,,,,,,,,,,,0,1,,,,,,0,.1509434
1099,140,1,26,1,2,3,0,3,0,4,0,2,0,0,0,0,0,0,2,2,0,2,0,2,2,0,2,0,5.75,1,3,4.6146235,0,0,2,4,0,0,0,0,0,1,1,0,2,2,1.3333334,.40000001,.03773585
1100,140,1,23,2,2,4,0,6.0500002,150,5,0,5,1,0,0,0,0,0,2,2,0,1.6,0,2,2,0,1.6,0,5.5,1,8,7.7518005,0,0,3,4,0,0,0,0,0,1,1,0,2,2,1.3333334,.40000001,.3773585
1101,140,1,24,3,2,4,0,6,224,2,0,3,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,4.25,.25,8,5.4146237,0,0,,4,0,0,0,0,0,1,0,0,2,2,1.6666666,0,.3018868
1102,140,1,22,3,2,4,0,6,224,2,0,5,1,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,4,.5,1,4.0094104,0,0,,2,0,0,0,0,0,0,1,0,2,2,1,0,0
1103,140,1,23,1,2,3,0,4,120,7,0,2,0,0,1,0,0,1,2,2,0,.80000001,0,2,2,0,.80000001,1,4.75,.75,1,3.8109589,0,0,1,4,0,0,0,0,0,1,0,0,1.6,2,1.3333334,2,.18867925
1104,140,1,24,1,1,5,0,8,56,2,0,2,0,0,0,0,1,0,2,2,0,.40000001,1,2,2,0,.40000001,0,5.5,1,6,14,14,29.5,,4,3,1,1,1,0,1,1,1,2,2,1.6666666,.80000001,.2264151
1105,140,1,24,3,1,4,0,21,364,5,0,5,1,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,7,.75,4,7.6095967,3,0,2,4,0,0,0,0,0,1,1,0,2,2,.66666669,.40000001,0
1106,140,1,26,3,2,5,0,3,850,20,0,5,1,0,0,0,0,0,2,2,0,1.6,0,2,2,0,1.6,0,5.75,1,5,10.4,27,21,1,3,0,0,0,0,0,1,1,0,2,2,1,0,.03773585
1107,140,1,28,3,2,3,0,3,240,4,0,6,1,0,1,0,0,1,2,2,.33333334,1.2,0,2,2,.33333334,1.2,1,4.25,.25,3,5.4921479,0,0,3,4,0,0,0,0,0,1,1,0,2,2,2,2,0
1108,140,1,25,3,2,3,0,4,302,11,0,3,0,0,0,0,0,0,2,2,0,2,0,2,2,0,2,0,5.75,1,1,4.5573301,3.5,0,3,4,0,0,0,0,0,1,0,0,2,2,1.3333334,1.6,0
1109,140,1,24,3,1,5,0,8,224,1,0,5,1,0,0,0,0,0,1.2,2,0,1.2,0,1.2,2,0,1.2,0,4.5,.5,9,5.4000001,6,0,1,3,0,0,0,0,1,1,0,0,2,2,1.6666666,2,.03773585
1110,140,1,18,3,1,2,0,4,70,0,0,4,0,0,0,0,0,0,1.6,2,0,1.6,0,1.6,2,0,1.6,0,5.25,.75,2,4.5999999,5,3.5,2,3,0,0,0,0,0,1,0,0,2,2,2,2,.56603771
1111,140,1,22,3,1,4,0,3,0,1,0,5,1,0,0,0,0,0,2,2,0,2,0,2,2,0,2,0,6.5,.75,0,0,0,0,2,3,0,0,0,0,0,1,1,0,2,2,2,1.2,0
1112,140,1,24,1,1,3,0,2,70,5,0,4,0,0,0,0,0,0,1.6,1.6,0,1.6,0,1.6,1.6,0,1.6,0,5.25,.75,10,7.4000001,2.5,0,2,3,1,1,0,0,0,1,0,0,1.6,2,1.3333334,.80000001,.11320755
1113,140,1,25,4,1,5,0,4,725,9,0,3,0,0,1,0,1,1,2,2,0,1.6,1,2,2,0,1.6,1,5.3333335,1,6,12.4,13.5,2,2,4,2,1,0,1,1,1,1,0,2,2,2,0,.075471699
1114,140,1,26,3,1,5,0,12,700,12,0,5,1,0,0,0,0,0,2,2,0,.80000001,0,2,2,0,.80000001,0,6.75,.75,10,11.6,7.5,17.5,1,3,0,0,0,0,0,1,0,0,2,2,1.6666666,.80000001,.52830189
1115,140,1,23,3,1,5,0,12,700,12,0,4,0,0,0,0,0,0,2,1.6,0,1.2,0,2,1.6,0,1.2,0,4.25,.25,11,10.4,7.5,17.5,,3,0,0,0,0,0,1,0,0,2,2,1,.40000001,0
1116,140,1,28,3,1,4,0,4,360,4,0,3,0,0,0,0,0,0,1.6,2,0,.80000001,0,1.6,2,0,.80000001,0,4,0,10,3,4,5,4,3,0,0,0,0,0,1,1,0,2,2,1.3333334,.40000001,1.018868
1117,140,1,22,3,1,4,0,4,360,4,0,3,0,0,0,0,1,0,1.2,2,0,.40000001,1,1.2,2,0,.40000001,0,5.25,.75,6,3.8,3,0,2,4,0,0,0,0,0,1,0,0,2,2,2,.40000001,.3773585
1118,140,1,26,1,1,4,0,2,112,1,0,3,0,0,0,0,0,0,1.6,2,0,.80000001,0,1.6,2,0,.80000001,0,3.25,.25,6,2.8,3,0,2,1,0,0,0,0,1,1,0,1,1.2,2,1.3333334,.40000001,.4528302
1119,140,1,22,1,1,4,0,2,112,1,0,3,0,0,0,0,0,0,1.6,2,0,.40000001,0,1.6,2,0,.40000001,0,3.5,0,7,3,3,0,2,3,0,0,0,0,0,1,1,0,2,2,1.6666666,.40000001,0
1120,140,1,20,3,1,2,0,3,90,1,0,4,0,0,0,0,1,0,2,2,0,0,1,2,2,0,0,0,5,.66666669,5,5.4000001,7.5,17.5,,3,0,0,0,0,0,1,0,0,2,2,.66666669,.40000001,.67924529
1121,140,1,28,2,1,4,0,45,560,5,0,3,0,0,2,0,0,1,.80000001,1.6,.33333334,.80000001,0,.80000001,1.6,.33333334,.80000001,1,4.25,.25,10,16.200001,33,49,4,3,3,1,1,1,1,1,1,1,2,2,1.3333334,2,.3018868
1122,140,1,23,2,1,4,0,45,560,5,0,3,0,0,2,0,0,0,2,2,0,0,0,2,2,0,0,0,5.5,1,9,16.6,27.5,32,3,4,2,1,0,1,0,1,1,0,2,2,2,2,.26415095
1123,140,1,23,3,1,4,0,4,120,4,0,4,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,5,.66666669,11,10.4,9,3.5,3,2,0,0,0,0,0,1,1,0,2,2,1,.40000001,0
